,name,wine_url,productVarietal,productStock,productRegion,productPrice,productOrigin,productID,productCompetitiveIntensity,ProductAvailability,pProductID,description,pageName,shippingRegion,shipToState,priceCurrency,price,averageRating_bestRating,averageRating_worstRating,bestRating,worstRating,additionalType,uploadDate,prodAlcoholVolume_text,prodAlcoholPercent_percent,JS,WS,WW,D,BH,W&S,WE,RP,JD,SJ,V,CG,TP
w371,Nate Klostermann Argyle Winemaker,https://www.wine.com/product/product/argyle-brut-2018/1171441,Vintage Sparkling Wine,412,Willamette Valley,$26.99,"Willamette Valley, Oregon",1171441,C/I: Popular,In Stock,WBO30297196_2018,Argyle Nate Klostermann Argyle Winemaker Winery Image,Wine:Product Detail:Argyle Brut 2018,NY,PA,USD,26.99,5,1,5,1,winery-image,2019-03-25T23:01:06+0000,750,12.5,90.0,92,91,,,,,,,,,,
w372,Beaune Greves Vigne de l'Enfant Jesus,https://www.wine.com/product/product/bouchard-pere-and-fils-beaune-du-chateau-premier-cru-rouge-2018/662626,Pinot Noir,292,Beaune,$53.99,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",662626,C/I: Long Tail,In Stock,PIN551971_2018,"In 1791, after the French Revolution, when the Church properties were sold, Bouchard Père & Fils won the bid for this vineyard of almost 4 ha, situated in the heart of Beaune Grèves’ appellation, and still holds the exclusivity today.",Wine:Product Detail:Bouchard Pere & Fils Beaune du Chateau Premier Cru Rouge 2018,NY,PA,USD,53.99,5,1,,,winery-image,2018-10-19T18:04:06+0000,750,13.5,92.0,91,,,,,,,,,,,
w373,Quinta Bomfim Terraces,https://www.wine.com/product/product/dows-10-year-old-tawny-port/1811,Port,283,Douro,$38.99,"Douro, Portugal",1811,C/I: Long Tail,In Stock,WBO30212146_0,Dow's Quinta Bomfim Terraces Winery Image,Wine:Product Detail:Dow's 10 Year Old Tawny Port,NY,PA,USD,38.99,5,1,5,1,winery-image,2019-05-28T20:13:36+0000,750,20,,92,92,,,,90,92,,,,,
w374,Kevin Judd and Dixie,https://www.wine.com/product/product/greywacke-sauvignon-blanc-2022/1203064,Sauvignon Blanc,274,Marlborough,$23.99,"Marlborough, New Zealand",1203064,C/I: Popular,In Stock,WLD20168_2022,Greywacke Kevin Judd and Dixie Winery Image,Wine:Product Detail:Greywacke Sauvignon Blanc 2022,NY,PA,USD,23.99,5,1,5,1,winery-image,2019-03-25T20:39:21+0000,750,13.5,,95,,,,,,,,,90,,
w375,Ettore Germano Winery Image,https://www.wine.com/product/product/ettore-germano-barolo-cerretta-2017/1016187,Nebbiolo,9,Barolo,$67.99,"Barolo, Piedmont, Italy",1016187,C/I: Long Tail,In Stock,SXWGMO10317_2017,Ettore Germano Winery Image,Wine:Product Detail:Ettore Germano Barolo Cerretta 2017,NY,PA,USD,67.99,5,1,,,winery-image,2018-02-01T23:41:21+0000,750,14.5,,94,,,,,,94,94,,,,
w376,Force Majeure Winery Image,https://www.wine.com/product/product/force-majeure-epinette-2015/768659,Bordeaux Red Blends,24,Red Mountain,$109.99,"Red Mountain, Yakima Valley, Columbia Valley, Washington",768659,C/I: Long Tail,In Stock,ASWFMEPIN15_2015,Force Majeure Winery Image,Wine:Product Detail:Force Majeure Epinette 2015,NY,PA,USD,109.99,5,1,,,winery-image,2018-02-01T23:41:27+0000,750,15,,90,,,,,,95,94,,,,
w377,Original Storage Tanks,https://www.wine.com/product/product/heitz-cellar-lot-c-91-cabernet-sauvignon-2017/780380,Cabernet Sauvignon,561,Napa Valley,$104.99,"Napa Valley, California",780380,C/I: MAP,In Stock,PIN567485_2017,Heitz Cellar Original Storage Tanks Winery Image,Wine:Product Detail:Heitz Cellar Lot C-91 Cabernet Sauvignon 2017,NY,PA,USD,104.99,5,1,5,1,winery-image,2020-05-28T21:57:12+0000,750,14.5,96.0,91,,96,,,90,92,,,,,
w378,"Seghesio, Bonded Winery No. 850",https://www.wine.com/product/product/seghesio-old-vine-zinfandel-2021/1228465,Zinfandel,110,Sonoma County,$39.99,"Sonoma County, California",1228465,C/I: Popular,In Stock,WBO30307922_2021,"Seghesio Family Vineyards was one of only a handful of wineries to survive Prohibition in Sonoma County and today we are Bonded Winery No. 850!
",Wine:Product Detail:Seghesio Old Vine Zinfandel 2021,NY,PA,USD,39.99,5,1,,,winery-image,2023-01-12T23:59:04+0000,750,15,,94,,,,,,,,,,,
w379,Quinta do Portal  Winery Image,https://www.wine.com/product/product/quinta-do-portal-reserva-tinto-2017/805289,Other Red Blends,43,Douro,$29.99,"Douro, Portugal",805289,C/I: Long Tail,In Stock,EDV132383_2017_2017,Quinta do Portal  Winery Image,Wine:Product Detail:Quinta do Portal Reserva Tinto 2017,NY,PA,USD,29.99,5,1,5,1,winery-image,2020-03-18T19:44:30+0000,750,14.5,,93,,,,,,92,,,,,
w380,Sisters Maria and Luisa Ponzi,https://www.wine.com/product/product/ponzi-reserve-pinot-noir-2018/1181661,Pinot Noir,26,Chehalem Mountains,$79.99,"Chehalem Mountains, Willamette Valley, Oregon",1181661,C/I: Popular,In Stock,VNT0500030018_03_2018,Ponzi Sisters Maria and Luisa Ponzi Winery Image,Wine:Product Detail:Ponzi Reserve Pinot Noir 2018,NY,PA,USD,79.99,5,1,5,1,winery-image,2018-09-20T17:31:27+0000,750,14.2,95.0,92,,,,,93,95,,,,,
w381,The Winery in Winter,https://www.wine.com/product/product/trimbach-cuvee-frederic-emile-riesling-2014/1097777,Riesling,27,Alsace,$114.99,"Alsace, France",1097777,C/I: Popular,In Stock,EDV110936_2014_2014,Trimbach The Winery in Winter Winery Image,Wine:Product Detail:Trimbach Cuvee Frederic Emile Riesling 2014,NY,PA,USD,114.99,5,1,,,winery-image,2019-06-07T23:09:13+0000,750,13.5,96.0,95,,,,,,94,,,,,
w382,"La Grande Dame, the Glory of Pinot Noir",https://www.wine.com/product/product/veuve-clicquot-brut-rose-15-liter-magnum/150710,Sparkling Rosé,154,Champagne,$189.97,"Champagne, France",150710,C/I: Exception,In Stock,CGM14637_0,"More than 200 years ago, Madame Clicquot was already particularly fond of this grape variety. The predominance of Pinot Noir marks out the style of Veuve Clicquot, and has become the signature of the House.​",Wine:Product Detail:Veuve Clicquot Brut Rose (1.5 Liter Magnum),NY,PA,USD,189.97,5,1,5,1,winery-image,2022-07-19T00:16:26+0000,1500,12.5,92.0,90,,90,,93,,,,,,,
w383,Sustainable Farming,https://www.wine.com/product/product/lecole-41-columbia-valley-syrah-2019/1078864,Syrah/Shiraz,156,Columbia Valley,$28.99,"Columbia Valley, Washington",1078864,C/I: Popular,In Stock,WBO30291721_2019,"Today we are at the forefront of sustainable farming in the Walla Walla Valley, notably with our Estate Ferguson and Estate Seven Hills Vineyards, both of which are certified sustainable and certified Salmon Safe.",Wine:Product Detail:L'Ecole 41 Columbia Valley Syrah 2019,NY,PA,USD,28.99,5,1,5,1,winery-image,2018-04-27T22:55:25+0000,750,15,,92,,,,,91,,90,,,,
w384,Henriot Winery Video,https://www.wine.com/product/product/henriot-cuvee-hemera-with-gift-box-2006/827496,Vintage Sparkling Wine,73,Champagne,$199.99,"Champagne, France",827496,C/I: Long Tail,In Stock,PIN525416_2006,Henriot Winery Video,Wine:Product Detail:Henriot Cuvee Hemera with Gift Box 2006,NY,PA,USD,199.99,5,1,,,winery-video,2018-10-19T17:32:59+0000,750,12,94.0,94,,93,,,97,93,,,,,
w385,Pierre Gimonnet Winery Image,https://www.wine.com/product/product/pierre-gimonnet-premier-cru-blanc-de-blancs-brut/782223,Non-Vintage Sparkling Wine,76,Champagne,$63.99,"Champagne, France",782223,C/I: Long Tail,In Stock,SKRFRKPG01NV_0,Pierre Gimonnet Winery Image,Wine:Product Detail:Pierre Gimonnet Premier Cru Blanc de Blancs Brut,NY,PA,USD,63.99,5,1,5,1,winery-image,2018-02-01T23:41:48+0000,750,12.5,92.0,90,,91,,93,,91,,,,,
w386,De Toren Cellar,https://www.wine.com/product/product/de-toren-fusion-v-2018/871819,Bordeaux Red Blends,244,Stellenbosch,$56.99,"Stellenbosch, South Africa",871819,C/I: Long Tail,In Stock,PIN544382_2018,"As a result of De Toren’s innovative, minimal intervention production methods, their wines were among the first South African bottlings to qualify for IPW (Integrated Production of Wine) certification by the Wine and Spirits Board.",Wine:Product Detail:De Toren Fusion V 2018,NY,PA,USD,56.99,5,1,,,winery-image,2020-04-07T00:19:25+0000,750,14.7,92.0,91,,,,90,,91,,,,,
w387,2018 Brunello di Montalcino,https://www.wine.com/product/product/baricci-colombaio-montosoli-brunello-di-montalcino-2018/1263362,Sangiovese,220,Montalcino,$104.99,"Montalcino, Tuscany, Italy",1263362,C/I: Long Tail,In Stock,VIYITBARIBR7518_2018,"Baricci Colombaio Montosoli Brunello di Montalcino 2018 from Montalcino, Tuscany, Italy - Ruby red color, which tends to garnet red with ageing. Very complex and intense nose, with fleshy fruit aromas, followed by elegant faded violet and rose notes....",Wine:Product Detail:Baricci Colombaio Montosoli Brunello di Montalcino 2018,NY,PA,USD,104.99,5,1,,,,,750,14.5,,96,,,,,,,,,,,
w388,Louisa Rose. Chief Winemaker,https://www.wine.com/product/product/yalumba-samuels-collection-shiraz-2019/1184073,Syrah/Shiraz,683,Barossa,$19.99,"Barossa, South Australia, Australia",1184073,C/I: Long Tail,In Stock,WBO30295758_2019,Yalumba Louisa Rose. Chief Winemaker Winery Image,Wine:Product Detail:Yalumba Samuel's Collection Shiraz 2019,NY,PA,USD,19.99,5,1,,,winery-image,2018-05-02T18:14:15+0000,750,14.5,90.0,90,,,,,,,,,,,
w389,Mount Veeder Sunrise,https://www.wine.com/product/product/mount-veeder-winery-reserve-red-2017/814322,Bordeaux Red Blends,165,Mt. Veeder,$119.99,"Mt. Veeder, Napa Valley, California",814322,C/I: Exception,In Stock,PIN550553_2017,"Morning temperatures are warmer for the vines of Mount Veeder, sitting high above the Napa Valley morning fog line at 1500 ft. in elevation .",Wine:Product Detail:Mount Veeder Winery Reserve Red 2017,NY,PA,USD,119.99,5,1,,,winery-image,2019-02-13T17:24:39+0000,750,14.5,,94,,,,,90,91,,,,,
w390,Jean Laurent Cellar,https://www.wine.com/product/product/jean-laurent-blanc-de-noirs/18869,Non-Vintage Sparkling Wine,42,Champagne,$56.99,"Champagne, France",18869,C/I: Long Tail,In Stock,REG2122827NV_0,The centuries old cellar at Jean Laurent in Celle sur Ource.,Wine:Product Detail:Jean Laurent Blanc de Noirs,NY,PA,USD,56.99,5,1,,,winery-image,2023-04-04T15:31:00+0000,750,12,,90,,,,,90,,,,,,
w391,Chateau Clinet Winery Image,https://www.wine.com/product/product/chateau-clinet-2019/583630,Bordeaux Red Blends,22,Pomerol,$144.99,"Pomerol, Bordeaux, France",583630,C/I: Luxury BDX,In Stock,FNY583630_2019,Chateau Clinet Winery Image,Wine:Product Detail:Chateau Clinet 2019,NY,PA,USD,144.99,5,1,,,winery-image,2018-02-01T23:41:42+0000,750,0,98.0,93,,95,,,,97,98,,,,
w392,Louisa Rose,https://www.wine.com/product/product/jansz-premium-cuvee/90756,Non-Vintage Sparkling Wine,264,Tasmania,$25.99,"Tasmania, Australia",90756,C/I: Long Tail,In Stock,WBO30079313_0,Jansz Louisa Rose Winery Image,Wine:Product Detail:Jansz Premium Cuvee,NY,PA,USD,25.99,5,1,5,1,winery-image,2020-01-03T19:33:52+0000,750,12,90.0,90,,,,,93,,,,,,
w393,Wine Barrels,https://www.wine.com/product/product/clos-apalta-2012/156251,Bordeaux Red Blends,64,Colchagua Valley,$99.99,"Colchagua Valley, Rapel Valley, Chile",156251,C/I: Long Tail,In Stock,CVY156251_2012,"In Clos Apalta Winery, each space is warmly illuminated, with sacred atmospheres that evoke the celestial vault and the constellation of the cross of the south, where the wine is permeated day by day from the elements delivered by the wood.",Wine:Product Detail:Clos Apalta 2012,NY,PA,USD,99.99,5,1,5,1,winery-image,2019-09-27T23:49:45+0000,750,14,94.0,93,96,,,,94,91,,,,,
w394,Aerial View of Champagne Vineyards,https://www.wine.com/product/product/perrier-jouet-grand-brut/523,Non-Vintage Sparkling Wine,25,Champagne,$69.99,"Champagne, France",523,C/I: Popular,In Stock,PIN928790_0,Perrier-Jouët Aerial View of Champagne Vineyards Winery Image,Wine:Product Detail:Perrier-Jouet Grand Brut,NY,PA,USD,69.99,5,1,5,1,winery-image,2018-04-27T21:06:19+0000,750,12,91.0,90,,,,,90,,,,,,
w395,Quinta de Vargellas at Night,https://www.wine.com/product/product/taylor-fladgate-20-year-old-tawny/1561,Port,621,Douro,$54.99,"Douro, Portugal",1561,C/I: KVI,In Stock,CGM65421_0,Taylor Fladgate Quinta de Vargellas at Night Winery Image,Wine:Product Detail:Taylor Fladgate 20 Year Old Tawny,NY,PA,USD,54.99,5,1,5,1,winery-image,2020-09-16T17:10:16+0000,750,20,,93,,92,,90,93,93,,,,,95
w396,Sine Qua Non Winery Image,https://www.wine.com/product/product/sine-qua-non-the-duel-grenache-2008/120767,Grenache,1,California,$659.99,California,120767,C/I: Exception,In Stock,ENG120767_2008,Sine Qua Non Winery Image,Wine:Product Detail:Sine Qua Non The Duel Grenache 2008,NY,PA,USD,659.99,5,1,,,winery-image,2018-02-01T23:41:40+0000,750,15.8,,92,,,,,,97,,,,,
w397,Original Storage Tanks,https://www.wine.com/product/product/heitz-cellar-napa-valley-cabernet-sauvignon-15-liter-magnum-2017/1202022,Cabernet Sauvignon,35,Napa Valley,$219.99,"Napa Valley, California",1202022,C/I: Exception,In Stock,PIN570707_2017,Heitz Cellar Original Storage Tanks Winery Image,Wine:Product Detail:Heitz Cellar Napa Valley Cabernet Sauvignon (1.5 Liter Magnum) 2017,NY,PA,USD,219.99,5,1,,,winery-image,2020-05-28T21:57:12+0000,1500,14,,91,,,,,92,90,,,,,
w398,Chardonnay Vineyards,https://www.wine.com/product/product/laurent-perrier-grand-siecle-no-23-15-liter-magnum-with-gift-box/833269,Non-Vintage Sparkling Wine,90,Champagne,$579.97,"Champagne, France",833269,C/I: Exception,In Stock,WBO30291197_0,Chardonnay Vineyards at the Laurent-Perrier Domaine in Tours-sur-Marne,Wine:Product Detail:Laurent-Perrier Grand Siecle No. 23 (1.5 Liter Magnum) with Gift Box,NY,PA,USD,579.97,5,1,,,winery-image,2018-11-14T00:43:19+0000,1500,12,99.0,95,98,96,,,,96,,,,,
w399,Vintners Robin and Michelle Baggett,https://www.wine.com/product/product/alpha-omega-cabernet-sauvignon-2019/1040416,Cabernet Sauvignon,63,Napa Valley,$149.99,"Napa Valley, California",1040416,C/I: Exception,In Stock,OPI46149_2019,Alpha Omega Vintners Robin and Michelle Baggett Winery Image,Wine:Product Detail:Alpha Omega Cabernet Sauvignon 2019,NY,PA,USD,149.99,5,1,,,winery-image,2023-03-30T01:02:09+0000,750,14.7,95.0,93,,,,,94,91,92,,,,
w400,Winemaker Tim Jones,https://www.wine.com/product/product/four-graces-pinot-noir-375ml-half-bottle-2021/1185517,Pinot Noir,267,Willamette Valley,$14.99,"Willamette Valley, Oregon",1185517,C/I: Exception,In Stock,PIN561942_2021,Four Graces Winemaker Tim Jones Winery Image,Wine:Product Detail:Four Graces Pinot Noir (375ML half-bottle) 2021,NY,PA,USD,14.99,5,1,,,winery-image,2020-03-11T18:53:05+0000,375,14.1,,92,,,,91,,,,,,,
w401,Monte Bello ,https://www.wine.com/product/product/ridge-paso-robles-zinfandel-2021/1239106,Zinfandel,118,Paso Robles,$48.99,"Paso Robles, Central Coast, California",1239106,C/I: Popular,In Stock,WLD20364_2021,Ridge Monte Bello  Winery Image,Wine:Product Detail:Ridge Paso Robles Zinfandel 2021,NY,PA,USD,48.99,5,1,,,winery-image,2020-03-12T22:18:34+0000,750,14.8,,93,93,,,,,,,,90,,
w402,Baron Albert Frère and Bernard Arnault,https://www.wine.com/product/product/chateau-cheval-blanc-2018/520405,Bordeaux Red Blends,7,St. Emilion,$809.99,"St. Emilion, Bordeaux, France",520405,C/I: Luxury BDX,In Stock,FNY520405_2018,"Two old friends and lovers of great wine, joined forces to became the owners of this fabled Chateau in Saint-Emilion. They injected a dynamic new spirit, while respecting the Chateau's history and existing facilities. ",Wine:Product Detail:Chateau Cheval Blanc 2018,NY,PA,USD,809.99,5,1,,,winery-image,2018-10-18T17:08:04+0000,750,14.5,99.0,97,,100,,,98,98,98,,,,
w403,Taittinger's Château de la Marquetterie,https://www.wine.com/product/product/taittinger-brut-millesime-2015/982221,Vintage Sparkling Wine,279,Champagne,$129.99,"Champagne, France",982221,C/I: Long Tail,In Stock,CGM52770_2015,Champagne Taittinger Taittinger's Château de la Marquetterie Winery Image,Wine:Product Detail:Taittinger Brut Millesime 2015,NY,PA,USD,129.99,5,1,,,winery-image,2020-09-11T20:08:28+0000,750,12.5,93.0,93,,90,,,,,93,,,,
w404,Col d'Orcia Winery Image,https://www.wine.com/product/product/col-dorcia-brunello-di-montalcino-2018/1230379,Sangiovese,1216,Montalcino,$64.99,"Montalcino, Tuscany, Italy",1230379,C/I: Popular,In Stock,EDV71965_2018_2018,Col d'Orcia Winery Image,Wine:Product Detail:Col d'Orcia Brunello di Montalcino 2018,NY,PA,USD,64.99,5,1,,,winery-image,2019-04-04T16:56:24+0000,750,14.5,93.0,94,,93,,,,93,93,,93,,
w405,Tony Soter ,https://www.wine.com/product/product/soter-vineyards-estates-pinot-noir-2021/1218866,Pinot Noir,26,Willamette Valley,$61.99,"Willamette Valley, Oregon",1218866,C/I: Long Tail,In Stock,SKRUSSOV2021_2021,Soter Vineyards Tony Soter  Winery Image,Wine:Product Detail:Soter Vineyards Estates Pinot Noir 2021,NY,PA,USD,61.99,5,1,,,winery-image,2020-03-12T17:35:04+0000,750,13.8,94.0,94,,,,,,92,,,,,
w406,Domaine de la Charbonniere  Winery Image,https://www.wine.com/product/product/domaine-de-la-charbonniere-chateauneuf-du-pape-2019/780180,Rhone Red Blends,39,Chateauneuf-du-Pape,$61.99,"Chateauneuf-du-Pape, Rhone, France",780180,C/I: Long Tail,In Stock,BAR1706_19_2019,Domaine de la Charbonniere  Winery Image,Wine:Product Detail:Domaine de la Charbonniere Chateauneuf-du-Pape 2019,NY,PA,USD,61.99,5,1,5,1,winery-image,2018-02-01T23:41:52+0000,750,16,94.0,92,,,,,,91,94,,,,
w407,Medici Vineyard,https://www.wine.com/product/product/j-christopher-basalte-pinot-noir-2018/1010197,Pinot Noir,194,Chehalem Mountains,$29.99,"Chehalem Mountains, Willamette Valley, Oregon",1010197,C/I: Long Tail,In Stock,WBO30293857_2018,A Riesling Block on the Marine Sediment Soils of the Medici Vineyard,Wine:Product Detail:J. Christopher Basalte Pinot Noir 2018,NY,PA,USD,29.99,5,1,5,1,winery-image,2019-12-17T23:19:22+0000,750,13.5,93.0,92,,,,92,,,,,,,
w408,Champagne Pommery  Winery Image,https://www.wine.com/product/product/pommery-blanc-de-blancs-brut/1027632,Non-Vintage Sparkling Wine,218,Champagne,$74.99,"Champagne, France",1027632,C/I: Popular,In Stock,PIN931647_0,Champagne Pommery  Winery Image,Wine:Product Detail:Pommery Blanc de Blancs Brut,NY,PA,USD,74.99,5,1,,,winery-image,2018-02-01T23:41:53+0000,750,12.5,,90,91,95,,,91,,,,,,
w409,Ridgeline Vineyard Cabernet Sauvignon,https://www.wine.com/product/product/decoy-limited-sonoma-coast-pinot-noir-2021/1350000,Pinot Noir,651,Sonoma Coast,$29.99,"Sonoma Coast, Sonoma County, California",1350000,C/I: Long Tail,In Stock,PIN598105_2021,This storied vineyard is important to our Decoy Sonoma Country Cabernet Sauvignon and Merlot imparting lush fruit and structured tannins to the wines.,Wine:Product Detail:Decoy Limited Sonoma Coast Pinot Noir 2021,NY,PA,USD,29.99,5,1,,,winery-image,2018-04-18T19:20:08+0000,750,14.1,,90,,,,,,,,,,,
w410,Louis Pommery  Winery Image,https://www.wine.com/product/product/louis-pommery-brut-california/355835,Non-Vintage Sparkling Wine,463,California,$23.99,California,355835,C/I: Long Tail,In Stock,PIN564947_0,Louis Pommery  Winery Image,Wine:Product Detail:Louis Pommery Brut California,NY,PA,USD,23.99,5,1,5,1,winery-image,2021-04-20T22:15:04+0000,750,12.5,,90,,91,,,90,,,,,,
w411,Tolaini  Winery Image,https://www.wine.com/product/product/tolaini-valdisanti-toscana-2019/1158153,Other Red Blends,177,Tuscany,$36.99,"Tuscany, Italy",1158153,C/I: Popular,In Stock,BJWBJ06091_2019,Tolaini  Winery Image,Wine:Product Detail:Tolaini Valdisanti Toscana 2019,NY,PA,USD,36.99,5,1,5,1,winery-image,2020-02-25T18:52:29+0000,750,13.5,94.0,93,,,,,91,94,,,,,
w412,Otuwhero Estates  Winery Image,https://www.wine.com/product/product/otuwhero-estates-otu-sauvignon-blanc-2021/1040711,Sauvignon Blanc,171,Marlborough,$19.99,"Marlborough, New Zealand",1040711,C/I: Long Tail,In Stock,WBO30290874_2021,The vineyards of OTUand the difference in slopes and climate differences of Marlborough.,Wine:Product Detail:Otuwhero Estates OTU Sauvignon Blanc 2021,NY,PA,USD,19.99,5,1,5,1,winery-image,2022-05-27T22:38:49+0000,750,13,,90,,,,,90,,,,,,
w413,G.H. Mumm Winery Image,https://www.wine.com/product/product/gh-mumm-brut-grand-cordon/265701,Non-Vintage Sparkling Wine,632,Champagne,$51.99,"Champagne, France",265701,C/I: Popular,In Stock,PIN418031_0,G.H. Mumm Winery Image,Wine:Product Detail:G.H. Mumm Brut Grand Cordon,NY,PA,USD,51.99,5,1,5,1,winery-image,2018-05-01T23:12:34+0000,750,12,91.0,91,,92,,,90,,,,,,
